Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-16,2016,2,16,Tuesday,07,2016-07,188.77,189.81,187.63,189.78,120250700,170.04,0.016878163070105368,169.02214285714285,170.575
2016-02-17,2016,2,17,Wednesday,07,2016-07,191.16,193.32,191.01,192.88,136009500,172.82,0.01633464526654138,169.32642857142855,170.6474193548387
2016-02-18,2016,2,18,Thursday,07,2016-07,193.2,193.27,191.72,192.09,102343000,172.11,-0.0040958366984107375,169.51714285714283,170.693125
2016-02-19,2016,2,19,Friday,07,2016-07,191.17,192.18,190.45,192.0,114793000,172.03,-0.00046846039834025355,169.40714285714287,170.73363636363638
2016-02-22,2016,2,22,Monday,08,2016-08,193.87,194.95,193.79,194.78,103640300,174.52,0.01447914170189013,169.4792857142857,170.845
2016-02-23,2016,2,23,Tuesday,08,2016-08,194.0,194.32,192.18,192.32,111455300,172.32,-0.012629640901882122,169.6178571428571,170.88714285714286
2016-02-24,2016,2,24,Wednesday,08,2016-08,190.63,193.53,189.32,193.2,150812200,173.11,0.004575840201299863,169.73999999999998,170.9488888888889
2016-02-25,2016,2,25,Thursday,08,2016-08,193.73,195.55,192.83,195.54,110728300,175.2,0.012111753144622872,169.99214285714288,171.06378378378378
2016-02-26,2016,2,26,Friday,08,2016-08,196.57,196.68,194.9,195.09,129833700,174.8,-0.002301410884623989,170.4492857142857,171.16210526315788
2016-02-29,2016,2,29,Monday,09,2016-09,195.11,196.23,193.33,193.56,125918100,173.43,-0.00784267203414346,170.97000000000003,171.2202564102564
2016-03-01,2016,3,1,Tuesday,09,2016-09,195.01,198.21,194.45,198.11,141799700,177.51,0.0235071489348897,171.78214285714284,171.3775
2016-03-02,2016,3,2,Wednesday,09,2016-09,197.74,199.06,197.25,199.0,102415000,178.3,0.00449239349068864,172.66071428571428,171.54634146341462
2016-03-03,2016,3,3,Thursday,09,2016-09,198.79,199.8,198.11,199.78,95172200,179.0,0.003919811091874115,173.74357142857144,171.7238095238095
2016-03-04,2016,3,4,Friday,09,2016-09,200.01,201.35,199.03,200.43,129293600,179.58,0.0032533289188421133,174.62642857142856,171.90651162790698
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000,179.73,0.0007980983626281191,175.31857142857143,172.0843181818182
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900,177.77,-0.010917578707656639,175.6721428571429,172.21066666666667
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200,178.64,0.0049395602155359875,176.13857142857142,172.3504347826087
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700,178.79,0.0008026430076741864,176.62142857142857,172.48744680851064
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500,181.67,0.016136853834541443,177.13214285714284,172.67875
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000,181.44,-0.0012822060192458906,177.7835714285714,172.85755102040818
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100,181.14,-0.0016298346188815538,178.35714285714286,173.0232
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200,182.19,0.005787271708628694,178.85642857142855,173.0648
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500,183.35,0.006344084220400115,179.46714285714285,173.1234
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400,184.07,0.003929809703833609,180.22714285714284,173.24200000000002
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700,184.33,0.001418876075400144,180.71428571428572,173.4512
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900,184.23,-0.0005374917685448954,181.13785714285714,173.6966
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500,183.01,-0.006599389813820022,181.42428571428567,173.91420000000002
2016-03-24,2016,3,24,Thursday,12,2016-12,202.0,203.16,201.74,203.12,84360900,182.93,-0.0004430543805480358,181.66357142857143,174.10240000000002
2016-03-28,2016,3,28,Monday,13,2016-13,203.61,203.86,202.71,203.24,62408200,183.04,0.0005907229800330427,181.9,174.37939999999998
2016-03-29,2016,3,29,Tuesday,13,2016-13,202.76,205.25,202.4,205.12,92922900,184.73,0.00925025223451481,182.39714285714285,174.63459999999998
2016-03-30,2016,3,30,Wednesday,13,2016-13,206.3,206.87,205.59,206.02,86365300,185.54,0.004387802006237118,182.89000000000001,174.97979999999998
2016-03-31,2016,3,31,Thursday,13,2016-13,205.91,206.41,205.33,205.52,94584100,185.09,-0.002427082467267083,183.34,175.3116
2016-04-01,2016,4,1,Friday,13,2016-13,204.35,207.14,203.98,206.92,114423500,186.36,0.006811919915939768,183.67499999999998,175.71200000000002
2016-04-04,2016,4,4,Monday,14,2016-14,206.83,207.07,205.89,206.25,63497000,185.75,-0.0032380290322144845,183.9828571428571,176.0816
2016-04-05,2016,4,5,Tuesday,14,2016-14,204.67,206.26,203.89,204.19,99662200,183.9,-0.009987810346772208,184.18,176.34560000000002
2016-04-06,2016,4,6,Wednesday,14,2016-14,204.19,206.49,203.98,206.42,91839800,185.91,0.010921308117515238,184.44571428571427,176.7014
2016-04-07,2016,4,7,Thursday,14,2016-14,205.14,205.56,203.09,203.95,113859000,183.68,-0.011965962092096105,184.46928571428572,176.9666
2016-04-08,2016,4,8,Friday,14,2016-14,205.34,205.85,203.87,204.5,95040600,184.18,0.002696780311966851,184.47714285714284,177.27900000000002
2016-04-11,2016,4,11,Monday,15,2016-15,205.25,206.07,203.91,204.02,83757500,183.74,-0.002347112310359667,184.435,177.565
2016-04-12,2016,4,12,Tuesday,15,2016-15,204.22,206.25,203.7,205.92,115350600,185.45,0.009312711092450243,184.52214285714285,177.80259999999998
2016-04-13,2016,4,13,Wednesday,15,2016-15,207.0,208.1,206.84,208.0,96336400,187.33,0.010100902890686658,184.8307142857143,178.07899999999998
2016-04-14,2016,4,14,Thursday,15,2016-15,208.07,208.6,207.6,208.01,65212900,187.34,4.805840383048654e-05,185.1457142857143,178.41819999999998
2016-04-15,2016,4,15,Friday,15,2016-15,208.01,208.17,207.4,207.78,75761600,187.13,-0.0011056974246576035,185.43785714285715,178.73280000000003
2016-04-18,2016,4,18,Monday,16,2016-16,207.78,209.28,207.0,209.24,82531000,188.44,0.007026647001111552,185.70285714285714,179.0682
2016-04-19,2016,4,19,Tuesday,16,2016-16,209.74,210.2,208.94,209.9,88316100,189.04,0.0031544341553064736,185.95285714285714,179.481
2016-04-20,2016,4,20,Wednesday,16,2016-16,209.95,210.92,209.39,210.1,81100300,189.22,0.0009528711003115031,186.24785714285713,179.94259999999997
2016-04-21,2016,4,21,Thursday,16,2016-16,210.12,210.25,208.65,208.97,85695000,188.2,-0.005378495806560246,186.37928571428574,180.3838
2016-04-22,2016,4,22,Friday,16,2016-16,208.55,209.29,207.91,208.97,99251700,188.2,0.0,186.55428571428573,180.8278
2016-04-25,2016,4,25,Monday,17,2016-17,208.26,208.66,207.54,208.61,66166500,187.88,-0.0017227202050400514,186.83857142857144,181.3086
2016-04-26,2016,4,26,Tuesday,17,2016-17,209.04,209.52,208.36,208.92,75864200,188.16,0.0014860225194501808,186.9992857142857,181.72740000000002
2016-04-27,2016,4,27,Wednesday,17,2016-17,208.47,209.81,208.05,209.35,77329400,188.54,0.0020581409616113877,187.34642857142856,182.0974
2016-04-28,2016,4,28,Thursday,17,2016-17,208.46,209.76,206.96,207.45,97216200,186.83,-0.009075694315743843,187.53571428571428,182.37760000000003
2016-04-29,2016,4,29,Friday,17,2016-17,206.72,207.13,205.03,206.33,142424100,185.82,-0.005398934864782046,187.68428571428572,182.6518
2016-05-02,2016,5,2,Monday,18,2016-18,206.92,208.18,206.41,207.97,62188000,187.3,0.007948490745031123,187.81642857142856,182.9572
2016-05-03,2016,5,3,Tuesday,18,2016-18,206.52,206.8,205.28,206.16,106422100,185.67,-0.008703165525848156,187.69785714285715,183.1802
2016-05-04,2016,5,4,Wednesday,18,2016-18,204.99,205.85,204.42,205.01,92243800,184.64,-0.005577932776512529,187.50499999999997,183.4266
2016-05-05,2016,5,5,Thursday,18,2016-18,205.56,205.98,204.47,204.97,67619200,184.6,-0.00019545042645796595,187.3242857142857,183.6564
2016-05-06,2016,5,6,Friday,18,2016-18,204.06,205.77,203.88,205.72,89315000,185.27,0.003659150479959683,187.09785714285712,183.8578
2016-05-09,2016,5,9,Monday,19,2016-19,205.57,206.4,205.36,205.89,74374900,185.43,0.0008262122762692226,186.83999999999997,184.0704
2016-05-10,2016,5,10,Tuesday,19,2016-19,206.72,208.47,206.64,208.45,77472200,187.73,0.012434055096241847,186.73357142857142,184.3564
2016-05-11,2016,5,11,Wednesday,19,2016-19,207.91,208.54,206.5,206.5,81727000,185.98,-0.009354814089986174,186.575,184.52579999999998
2016-05-12,2016,5,12,Thursday,19,2016-19,207.29,207.49,205.37,206.56,89586300,186.03,0.00029052699841725094,186.42000000000002,184.68040000000002
2016-05-13,2016,5,13,Friday,19,2016-19,206.21,206.86,204.38,204.76,96474600,184.41,-0.008714262783063642,186.17214285714286,184.7886
2016-05-16,2016,5,16,Monday,20,2016-20,204.96,207.34,204.89,206.78,77486800,186.23,0.009865131713678199,186.03428571428572,184.9216
2016-05-17,2016,5,17,Tuesday,20,2016-20,206.46,206.8,204.23,204.85,114924900,184.49,-0.009333356275277094,185.74499999999998,185.0168
2016-05-18,2016,5,18,Wednesday,20,2016-20,204.44,206.3,203.63,204.91,120062100,184.55,0.0002927843786135753,185.58214285714286,185.15240000000003
2016-05-19,2016,5,19,Thursday,20,2016-20,204.06,204.54,202.78,204.2,115430500,183.91,-0.003464923990534774,185.44571428571427,185.25779999999997
2016-05-20,2016,5,20,Friday,20,2016-20,204.92,206.1,204.86,205.49,104990400,185.07,0.006317391420146201,185.2864285714286,185.3834
2016-05-23,2016,5,23,Monday,21,2016-21,205.51,205.84,204.99,205.21,58682600,184.82,-0.0013623190771749893,185.22571428571428,185.44639999999998
2016-05-24,2016,5,24,Tuesday,21,2016-21,206.17,208.24,206.14,207.87,93537800,187.21,0.012961956925576557,185.4092857142857,185.5618
2016-05-25,2016,5,25,Wednesday,21,2016-21,208.67,209.77,207.87,209.28,76621400,188.48,0.006783162453574354,185.68642857142854,185.70860000000002
2016-05-26,2016,5,26,Thursday,21,2016-21,209.44,209.71,208.97,209.34,55280700,188.53,0.0002865058342675919,185.9192857142857,185.83539999999996
2016-05-27,2016,5,27,Friday,21,2016-21,209.53,210.25,209.47,210.24,64211200,189.35,0.004299432057027763,186.1992857142857,185.95539999999997
2016-05-31,2016,5,31,Tuesday,22,2016-22,210.56,210.69,209.18,209.84,109879400,188.99,-0.00190266034788944,186.28928571428574,186.05379999999997
2016-06-01,2016,6,1,Wednesday,22,2016-22,209.12,210.48,208.89,210.27,69936200,189.37,0.0020493598435116223,186.53142857142856,186.1546
2016-06-02,2016,6,2,Thursday,22,2016-22,209.8,210.93,209.24,210.91,63044700,189.95,0.0030435801714212563,186.81142857142854,186.269
2016-06-03,2016,6,3,Friday,22,2016-22,210.25,210.69,208.86,210.28,101757100,189.38,-0.0029871102397512894,187.16642857142855,186.3964
2016-06-06,2016,6,6,Monday,23,2016-23,210.7,211.77,210.51,211.35,64887000,190.35,0.005088507643155271,187.46071428571426,186.5448
2016-06-07,2016,6,7,Tuesday,23,2016-23,211.53,212.34,211.5,211.68,60974800,190.64,0.0015614308150992962,187.9,186.6968
2016-06-08,2016,6,8,Wednesday,23,2016-23,211.84,212.52,211.69,212.37,66170900,191.26,0.0032594217321781915,188.37928571428571,186.8274
2016-06-09,2016,6,9,Thursday,23,2016-23,211.51,212.22,211.19,212.08,73786900,191.0,-0.0013654940857177333,188.8857142857143,186.9366
2016-06-10,2016,6,10,Friday,23,2016-23,210.46,210.86,209.43,210.07,113829200,189.19,-0.009477260749535366,189.18,187.0186
2016-06-13,2016,6,13,Monday,24,2016-24,209.36,210.37,208.35,208.45,117751200,187.73,-0.007711807546938232,189.38785714285714,187.046
2016-06-14,2016,6,14,Tuesday,24,2016-24,208.0,208.74,206.92,208.04,125059300,187.36,-0.00196687211576152,189.39857142857142,187.0782
2016-06-15,2016,6,15,Wednesday,24,2016-24,208.04,209.36,207.53,207.75,109124500,187.1,-0.001394077021330209,189.3,187.14219999999997
2016-06-16,2016,6,16,Thursday,24,2016-24,207.75,208.57,205.59,208.37,149533100,187.66,0.0029841850912422085,189.23785714285714,187.1772
2016-06-17,2016,6,17,Friday,24,2016-24,207.17,207.2,205.75,206.52,117055700,186.96,-0.0037239300907113693,189.06714285714287,187.2428
2016-06-20,2016,6,20,Monday,25,2016-25,208.82,209.61,207.75,207.85,82789600,188.17,0.0064400147329986,189.00857142857143,187.3226
2016-06-21,2016,6,21,Tuesday,25,2016-25,208.3,208.92,207.78,208.44,72461700,188.7,0.002838543831231277,188.96071428571426,187.4218
2016-06-22,2016,6,22,Wednesday,25,2016-25,208.65,209.5,207.93,208.1,95560500,188.39,-0.001631238265341839,188.8492857142857,187.4806
2016-06-23,2016,6,23,Thursday,25,2016-25,209.81,210.87,209.27,210.81,102731400,190.85,0.013022550671420774,188.95428571428573,187.55100000000002
2016-06-24,2016,6,24,Friday,25,2016-25,203.63,210.85,202.72,203.24,333444400,183.99,-0.035909060708519625,188.5,187.484
2016-06-27,2016,6,27,Monday,26,2016-26,201.59,201.6,198.65,199.6,230775800,180.7,-0.017909608792847753,187.79,187.35539999999997
2016-06-28,2016,6,28,Tuesday,26,2016-26,201.48,203.23,201.12,203.2,159382400,183.96,0.018035827274426097,187.26857142857142,187.2658
2016-06-29,2016,6,29,Wednesday,26,2016-26,204.84,206.93,204.72,206.66,137328600,187.09,0.01702750155506183,186.9892857142857,187.2268
2016-06-30,2016,6,30,Thursday,26,2016-26,207.21,209.54,206.56,209.48,165021900,189.64,0.013645708437705073,187.02142857142854,187.2352
2016-07-01,2016,7,1,Friday,26,2016-26,209.48,210.49,209.29,209.92,106055300,190.04,0.0021002733903736637,187.18642857142854,187.27200000000002
2016-07-05,2016,7,5,Tuesday,27,2016-27,208.95,209.08,207.71,208.41,109803700,188.67,-0.007193151703984602,187.28,187.28140000000002
2016-07-06,2016,7,6,Wednesday,27,2016-27,207.83,209.8,207.06,209.66,96021500,189.81,0.005997865894243448,187.4735714285714,187.32
2016-07-07,2016,7,7,Thursday,27,2016-27,209.87,210.65,208.63,209.53,85593800,189.69,-0.000619982489031945,187.6185714285714,187.35060000000001
2016-07-08,2016,7,8,Friday,27,2016-27,211.05,212.94,210.78,212.65,133971000,192.51,0.014890419374437913,188.01500000000001,187.43
2016-07-11,2016,7,11,Monday,28,2016-28,213.19,214.07,212.95,213.4,73633900,193.19,0.0035269806729416597,188.37357142857144,187.55719999999997
2016-07-12,2016,7,12,Tuesday,28,2016-28,214.53,215.3,213.43,214.95,101275600,194.59,0.007263275163682303,188.7942857142857,187.7326
2016-07-13,2016,7,13,Wednesday,28,2016-28,215.44,215.45,214.35,214.92,87324100,194.57,-0.00013957593224767084,189.2357142857143,187.878
2016-07-14,2016,7,14,Thursday,28,2016-28,216.4,216.67,215.66,216.12,91230900,195.65,0.0055835029587563145,189.57857142857142,188.0776
2016-07-15,2016,7,15,Friday,28,2016-28,216.78,217.01,215.31,215.83,107155400,195.39,-0.0013417997086488942,190.39285714285714,188.29260000000002
2016-07-18,2016,7,18,Monday,29,2016-29,215.97,216.6,215.67,216.41,58725900,195.92,0.0026871270146033854,191.48000000000002,188.519
2016-07-19,2016,7,19,Tuesday,29,2016-29,215.92,216.23,215.63,216.19,54345700,195.72,-0.0010165477176549143,192.32,188.72799999999998
2016-07-20,2016,7,20,Wednesday,29,2016-29,216.19,217.37,216.19,217.09,58159500,196.53,0.004163183313773633,192.99428571428572,188.95
2016-07-21,2016,7,21,Thursday,29,2016-29,216.96,217.22,215.75,216.27,67777300,195.79,-0.003777130877441248,193.43357142857144,189.1112
2016-07-22,2016,7,22,Friday,29,2016-29,216.41,217.3,216.1,217.24,62787500,196.67,0.0044849158299906655,193.90714285714287,189.325
2016-07-25,2016,7,25,Monday,30,2016-30,217.0,217.06,215.97,216.65,55873100,196.13,-0.0027158505304614167,194.44,189.52700000000002
2016-07-26,2016,7,26,Tuesday,30,2016-30,216.53,217.17,215.76,216.75,70080500,196.22,0.000461420830734971,194.89785714285716,189.76319999999998
2016-07-27,2016,7,27,Wednesday,30,2016-30,217.19,217.27,215.62,216.52,84083900,196.02,-0.0010609884035460704,195.35,189.959
2016-07-28,2016,7,28,Thursday,30,2016-30,216.29,217.11,215.75,216.77,65035700,196.24,0.001154594991477076,195.61642857142854,190.19400000000002
2016-07-29,2016,7,29,Friday,30,2016-30,216.46,217.54,216.13,217.12,79519400,196.56,0.0016146621211043932,195.85714285714286,190.43419999999998
2016-08-01,2016,8,1,Monday,31,2016-31,217.19,217.65,216.41,216.94,73311400,196.4,-0.0008290079982697929,195.98642857142858,190.68399999999997
2016-08-02,2016,8,2,Tuesday,31,2016-31,216.65,216.83,214.57,215.55,92295500,195.14,-0.0064072811227612325,196.02714285714288,190.8854
2016-08-03,2016,8,3,Wednesday,31,2016-31,215.48,216.25,215.13,216.18,53993600,195.71,0.0029226225971210607,196.03142857142853,191.1032
2016-08-04,2016,8,4,Thursday,31,2016-31,216.31,216.78,214.25,216.41,46585500,195.92,0.0010638637942474993,196.0692857142857,191.27739999999997
2016-08-05,2016,8,5,Friday,31,2016-31,216.41,218.23,216.41,218.18,71892200,197.52,0.008179112405550581,196.1835714285714,191.4582
2016-08-08,2016,8,8,Monday,32,2016-32,218.4,218.52,217.74,218.05,39906500,197.4,-0.0005961581826978701,196.30357142857142,191.6356
2016-08-09,2016,8,9,Tuesday,32,2016-32,218.13,218.76,217.8,218.18,51251700,197.52,0.0005965137992804959,196.3742857142857,191.799
2016-08-10,2016,8,10,Wednesday,32,2016-32,218.31,218.4,217.23,217.64,57941100,197.03,-0.0024750955054370083,196.46285714285713,191.9598
2016-08-11,2016,8,11,Thursday,32,2016-32,218.26,218.94,217.95,218.65,72504300,197.94,0.00464069268628764,196.55357142857142,192.13119999999998
2016-08-12,2016,8,12,Friday,32,2016-32,218.29,218.71,217.99,218.46,61313500,197.77,-0.000868842279803328,196.6707142857143,192.2876
2016-08-15,2016,8,15,Monday,33,2016-33,218.89,219.5,218.88,219.09,49813500,198.34,0.0028837687726195327,196.82214285714284,192.4668
2016-08-16,2016,8,16,Tuesday,33,2016-33,218.6,218.68,217.96,217.96,53213600,197.32,-0.005157578839040444,196.915,192.6062
2016-08-17,2016,8,17,Wednesday,33,2016-33,218.0,218.53,217.02,218.37,75134300,197.69,0.0018809882844217363,197.01857142857145,192.74720000000002
2016-08-18,2016,8,18,Thursday,33,2016-33,218.34,218.9,218.21,218.86,52989300,198.13,0.002243855736230982,197.13071428571428,192.88459999999998
2016-08-19,2016,8,19,Friday,33,2016-33,218.31,218.75,217.74,218.54,75443000,197.84,-0.0014621604564379886,197.23357142857142,193.0214
2016-08-22,2016,8,22,Monday,34,2016-34,218.26,218.8,217.83,218.53,61368800,197.84,-4.5735320215456454e-05,197.42642857142854,193.19439999999997
2016-08-23,2016,8,23,Tuesday,34,2016-34,219.25,219.6,218.9,218.97,53399200,198.23,0.002013525933344029,197.60642857142858,193.40439999999998
2016-08-24,2016,8,24,Wednesday,34,2016-34,218.8,218.91,217.36,217.85,71728900,197.22,-0.005114913517550224,197.6992857142857,193.6016
2016-08-25,2016,8,25,Thursday,34,2016-34,217.4,218.19,217.22,217.7,69224800,197.08,-0.0006886668690655462,197.66785714285717,193.80120000000002
2016-08-26,2016,8,26,Friday,34,2016-34,217.92,219.12,216.25,217.29,122506300,196.71,-0.0018832352346158654,197.61857142857144,193.9822
2016-08-29,2016,8,29,Monday,35,2016-35,217.44,218.67,217.4,218.36,70502200,197.68,0.004924313205960429,197.63000000000002,194.1966
2016-08-30,2016,8,30,Tuesday,35,2016-35,218.26,218.59,217.35,218.0,58114500,197.36,-0.0016486006037715883,197.65357142857144,194.3804
2016-08-31,2016,8,31,Wednesday,35,2016-35,217.61,217.75,216.47,217.38,85269500,196.79,-0.0028439279436196507,197.57142857142858,194.54219999999998
2016-09-01,2016,9,1,Thursday,35,2016-35,217.37,217.73,216.03,217.39,97844200,196.8,4.574675727209154e-05,197.50214285714284,194.71040000000002
2016-09-02,2016,9,2,Friday,35,2016-35,218.39,218.87,217.7,218.37,79293900,197.69,0.004508175463197706,197.4557142857143,194.8472
2016-09-06,2016,9,6,Tuesday,36,2016-36,218.7,219.12,217.86,219.03,56702100,198.29,0.003022424509625976,197.525,195.1332
2016-09-07,2016,9,7,Wednesday,36,2016-36,218.84,219.22,218.3,219.01,76554900,198.27,-9.13429506866903e-05,197.56642857142856,195.48460000000003
2016-09-08,2016,9,8,Thursday,36,2016-36,218.62,218.94,218.15,218.51,74102900,197.82,-0.0022830127764829067,197.5442857142857,195.7618
2016-09-09,2016,9,9,Friday,36,2016-36,216.97,217.03,213.25,213.28,221589100,193.08,-0.02393496516927862,197.20428571428573,195.8816
2016-09-12,2016,9,12,Monday,37,2016-37,212.39,216.81,212.31,216.34,168110900,195.85,0.014347430193884403,197.06214285714285,196.00580000000002
2016-09-13,2016,9,13,Tuesday,37,2016-37,214.84,215.15,212.5,213.23,182828800,193.04,-0.014375495115689585,196.69142857142856,196.06579999999997
2016-09-14,2016,9,14,Wednesday,37,2016-37,213.29,214.7,212.5,213.15,134185500,192.96,-0.0003751520942948394,196.38714285714286,196.1516
2016-09-15,2016,9,15,Thursday,37,2016-37,212.96,215.73,212.75,215.28,134427900,194.89,0.009992706855689981,196.2307142857143,196.2532
2016-09-16,2016,9,16,Friday,37,2016-37,213.48,213.69,212.57,213.37,155236400,194.14,-0.003865494689681559,196.04714285714286,196.34219999999996
2016-09-19,2016,9,19,Monday,38,2016-38,214.13,214.88,213.03,213.41,80250500,194.18,0.00018761121485932897,195.79714285714286,196.37560000000002
2016-09-20,2016,9,20,Tuesday,38,2016-38,214.41,214.59,213.38,213.42,69665300,194.18,4.667790446388764e-05,195.57,196.3954
2016-09-21,2016,9,21,Wednesday,38,2016-38,214.24,216.03,213.44,215.82,110284400,196.37,0.011245392441879831,195.54,196.43099999999998
2016-09-22,2016,9,22,Thursday,38,2016-38,217.0,217.53,216.71,217.18,76678700,197.61,0.006301629524918084,195.59785714285718,196.4918
2016-09-23,2016,9,23,Friday,38,2016-38,216.72,216.88,215.88,215.99,73630900,196.52,-0.0054791747037985505,195.51428571428573,196.50920000000002
2016-09-26,2016,9,26,Monday,39,2016-39,215.02,215.23,214.01,214.24,89827300,194.93,-0.00810219396924583,195.27428571428572,196.5
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,196.14,0.006207906066536095,195.12214285714285,196.50439999999998
2016-09-28,2016,9,28,Wednesday,39,2016-39,215.83,216.82,214.71,216.64,87411000,197.11,0.004963395145564542,195.07142857142858,196.53220000000002
2016-09-29,2016,9,29,Thursday,39,2016-39,216.4,216.87,214.04,214.68,128070600,195.33,-0.00904714599437828,195.23214285714286,196.5082
